sqft_living,bedrooms,bathrooms,price
1422,3,2.25,245000.0
1380,3,2.0,563000.0
2430,3,2.5,515000.0
2610,4,2.5,325000.0
2000,3,2.25,540000.0
920,2,1.0,280300.0
1750,4,1.75,460000.0
2020,3,1.75,475000.0
2460,4,2.25,900000.0
1780,4,3.0,538200.0
1080,2,1.0,429000.0
1250,3,1.0,164808.0
1870,4,2.25,520000.0
1700,3,1.75,475000.0
1480,4,1.5,283000.0
1930,4,2.5,321500.0
3130,4,2.75,840000.0
1370,3,2.25,287000.0
960,3,1.75,375000.0
1260,3,1.75,349500.0
1480,3,1.5,446450.0
1930,4,2.5,315000.0
870,2,1.0,271310.0
1300,4,1.0,315000.0
1490,3,1.75,245000.0
1380,2,1.0,543115.0
1190,4,2.0,900000.0
4250,4,4.25,2450000.0
1920,2,2.0,554000.0
2080,3,1.75,249900.0
3220,3,2.5,768000.0
3680,4,3.0,980000.0
2070,5,2.5,395000.0
1480,3,1.75,415000.0
2000,4,2.5,380000.0
1560,3,2.5,566000.0
1600,2,1.0,218500.0
1940,4,2.5,550000.0
1540,3,1.75,512031.0
820,2,1.0,197500.0
1780,3,2.25,470000.0
1560,3,1.75,590000.0
2210,4,2.25,465000.0
2040,2,1.75,499000.0
1920,3,2.25,515000.0
1930,3,1.75,716500.0
1700,3,2.0,410000.0
3450,4,3.25,850000.0
3440,4,3.25,1050000.0
2380,4,2.5,648000.0
2400,4,2.25,620000.0
1140,3,1.0,379000.0
1670,3,1.75,699000.0
1910,4,2.25,528000.0
1560,3,1.75,425000.0
1500,2,1.75,249500.0
4475,5,3.25,1035480.0
2840,4,2.75,790000.0
1020,3,1.0,399950.0
1410,3,1.5,275000.0
1520,3,1.0,550000.0
730,1,1.0,140000.0
1190,3,1.0,250000.0
1410,3,2.25,318000.0
1240,2,1.0,505000.0
2500,5,2.5,470500.0
1050,3,1.0,360000.0
2680,4,2.75,1242500.0
2380,3,2.5,986000.0
1060,2,1.0,515000.0
2300,3,1.75,320000.0
2010,4,3.0,310000.0
1090,2,1.0,356700.0
2320,4,1.75,775000.0
1040,3,1.0,325000.0
1810,4,2.75,208000.0
1150,2,1.0,825000.0
2360,3,2.5,515000.0
1970,3,1.5,490000.0
2690,4,3.0,675000.0
2080,4,2.5,360000.0
2080,4,2.5,550000.0
1370,3,1.5,225000.0
3410,3,2.75,500000.0
1850,4,2.0,385000.0
3010,5,2.75,837700.0
1530,3,2.25,448000.0
2690,5,1.75,730000.0
2810,4,1.5,575000.0
1810,3,1.75,430000.0
1560,3,2.5,435000.0
1010,3,1.0,241000.0
1000,2,1.75,453500.0
990,2,1.5,285000.0
720,2,1.0,151000.0
2270,5,2.0,631000.0
1380,2,2.5,285000.0
1260,3,1.0,195000.0
2910,4,2.5,817500.0
1810,3,2.0,550000.0
3160,4,2.5,1127000.0
1910,2,2.75,609850.0
1230,3,1.0,200000.0
2960,4,2.5,367000.0
2200,3,2.25,285167.0
1270,2,1.5,275000.0
2540,4,2.5,350900.0
3030,4,3.25,660000.0
1520,3,1.75,525000.0
1560,4,2.5,262000.0
970,2,1.0,690000.0
3570,5,3.75,624000.0
1350,3,1.0,353000.0
3710,4,3.5,552500.0
1430,4,1.0,224500.0
940,3,1.0,239000.0
4300,5,4.5,975000.0
3990,4,1.75,1200000.0
1380,3,1.0,505000.0
2020,4,1.75,302000.0
1480,3,1.0,170000.0
1190,2,1.0,195000.0
2550,5,1.5,272000.0
2550,5,1.5,369000.0
1500,3,1.5,332500.0
3000,3,2.5,515000.0
1690,3,1.0,269000.0
4390,4,4.0,1278000.0
1560,3,2.5,303000.0
2940,7,3.0,420000.0
1130,3,1.0,400000.0
1020,3,1.0,225000.0
1310,2,2.0,219000.0
2570,3,2.5,605000.0
2020,4,2.0,625000.0
1680,5,2.0,380000.0
1770,4,2.0,620000.0
3190,4,2.75,687500.0
1440,4,2.0,225500.0
1150,3,2.0,252500.0
1860,3,2.5,510000.0
2430,4,2.5,510000.0
1940,3,2.5,725000.0
670,1,0.0,75000.0
880,2,1.0,492000.0
1930,4,2.5,425000.0
3120,4,2.75,1955000.0
1830,3,2.5,298900.0
3230,4,2.5,699000.0
700,2,1.0,310000.0
1010,3,1.75,350000.0
2460,4,1.75,790000.0
2230,4,2.5,305000.0
1570,3,2.5,315000.0
2390,5,3.5,267500.0
3460,4,3.25,1750000.0
2400,6,3.5,435000.0
2940,6,4.5,482500.0
1570,3,1.75,439995.0
1520,3,3.0,460000.0
1070,3,1.0,194000.0
440,2,0.75,290000.0
2440,4,2.0,274700.0
2660,4,2.5,900000.0
4460,4,4.0,1150000.0
2010,3,2.5,605000.0
1450,3,2.5,359000.0
1400,3,1.75,850000.0
1500,3,2.0,505000.0
2500,3,2.5,565000.0
1280,2,1.75,585000.0
3380,4,3.25,328000.0
2910,4,2.75,749950.0
3060,4,2.5,826000.0
1330,3,1.0,535000.0
3300,4,2.5,925000.0
3250,3,3.5,875000.0
2530,4,2.25,902000.0
1830,3,1.0,423000.0
1170,3,1.0,235000.0
2930,2,2.0,545000.0
1230,2,1.0,343000.0
1620,3,2.5,334950.0
1760,3,1.75,405000.0
1440,4,1.0,220000.0
1740,2,1.0,173000.0
1270,3,1.0,655000.0
880,2,1.0,406000.0
2560,6,2.5,632000.0
1540,5,2.75,357000.0
1150,3,1.75,361000.0
770,2,1.0,277000.0
4610,4,3.75,630000.0
1850,3,2.5,254000.0
1840,3,2.25,472800.0
1490,3,1.75,263000.0
1490,3,1.75,510000.0
960,3,1.0,179950.0
1580,4,2.25,525000.0
1260,3,2.5,479000.0
1940,3,2.0,651000.0
2490,4,1.75,949000.0
2520,5,2.5,392400.0
1760,4,1.75,585000.0
4190,4,2.5,460000.0
1170,3,1.0,470000.0
1600,3,2.5,245000.0
2760,4,2.0,500000.0
2090,3,2.5,455000.0
2320,4,2.5,485500.0
4110,5,3.25,1875000.0
770,2,1.0,100000.0
1410,3,1.75,307000.0
3660,4,3.5,475000.0
2180,4,2.5,330000.0
1110,3,1.0,130000.0
2280,3,2.5,320000.0
2820,4,2.5,735000.0
1570,4,2.5,365000.0
1200,3,1.5,234000.0
1710,4,2.0,211000.0
3000,6,3.5,680000.0
2800,4,3.0,457000.0
1640,3,2.25,349000.0
2030,3,2.75,360000.0
2530,4,2.5,350000.0
990,3,1.0,208000.0
790,2,1.0,250275.0
790,2,1.0,435000.0
1800,3,1.75,270000.0
1650,3,1.75,438000.0
1980,4,2.0,659000.0
2340,4,2.75,645000.0
2790,4,2.5,685100.0
2800,7,3.0,350000.0
1840,2,1.0,375000.0
1350,3,1.5,170000.0
3030,4,2.5,880000.0
1980,4,2.5,410500.0
3690,4,2.5,780000.0
3732,5,4.5,1225000.0
1510,2,1.75,449000.0
2000,3,1.75,546000.0
1760,3,2.0,317000.0
1270,3,1.0,276900.0
2620,5,2.0,399000.0
2630,5,2.75,495000.0
2270,3,1.75,258000.0
2410,2,2.5,600000.0
1120,3,2.75,265000.0
3030,5,2.75,321000.0
2120,5,2.25,682000.0
1720,4,2.5,295700.0
2150,4,2.5,609000.0
4380,3,4.5,995000.0
2010,3,2.25,530000.0
3150,5,2.5,614000.0
2500,3,2.5,390000.0
1690,3,2.5,467000.0
3300,6,2.5,484000.0
1240,3,2.5,340000.0
2200,3,2.5,302495.0
1620,3,1.75,532500.0
2420,3,2.5,441500.0
2680,4,2.5,470000.0
4250,4,3.25,2300000.0
2400,3,2.5,590000.0
2300,3,1.75,320000.0
920,2,2.0,363000.0
2350,4,2.25,747500.0
2630,2,2.5,750000.0
2170,4,3.0,831000.0
1700,3,2.5,403000.0
2470,3,2.5,445000.0
1250,3,1.0,345000.0
3110,3,3.5,2260000.0
1530,3,2.0,371025.0
960,2,1.0,355000.0
1240,3,1.0,270000.0
2440,4,2.75,425000.0
2320,3,1.75,364808.0
1580,3,2.25,320000.0
2963,4,2.5,325000.0
2470,3,2.25,350000.0
1370,3,1.5,170000.0
960,2,1.0,255000.0
1130,3,1.0,550000.0
4930,4,4.25,835000.0
1150,3,1.0,420000.0
2190,4,2.5,925000.0
1490,2,1.5,389250.0
2600,3,2.5,748000.0
1530,3,1.75,284000.0
1680,4,2.0,588000.0
1680,3,1.75,372500.0
1900,4,3.0,285000.0
1570,3,1.0,360000.0
1370,3,1.0,275000.0
1350,2,2.0,428000.0
3010,6,2.5,847000.0
1010,3,1.0,316000.0
2050,3,2.5,375000.0
1670,3,1.0,533000.0
3840,5,2.5,556000.0
2220,4,2.0,225000.0
2590,4,2.5,537250.0
1180,3,1.0,255000.0
2950,4,2.5,530000.0
2150,3,2.75,595000.0
2100,4,2.0,548000.0
1650,3,1.75,234975.0
1620,3,1.75,600000.0
1750,4,1.0,432000.0
1380,3,1.5,455000.0
1510,3,1.75,279950.0
1600,3,1.5,267500.0
1840,4,2.5,620000.0
830,2,1.0,110000.0
1810,3,3.5,625000.0
910,2,1.0,389000.0
2120,4,2.0,1200000.0
2510,4,2.25,788500.0
2100,5,2.25,567000.0
2690,2,2.25,515000.0
2430,4,2.5,605000.0
2452,4,3.75,430000.0
1550,2,1.75,805000.0
2080,3,2.5,567500.0
1290,3,1.75,647500.0
1850,2,1.75,495000.0
3370,4,2.5,825000.0
2730,4,2.25,435000.0
1300,3,1.75,445950.0
3040,5,2.75,960000.0
2440,4,3.0,780000.0
1720,3,2.25,274500.0
3230,5,3.0,729953.0
1200,3,1.5,464950.0
2350,4,1.75,620000.0
3100,4,3.5,735000.0
2040,4,2.25,450000.0
2000,4,1.0,450000.0
2160,4,2.5,842500.0
1970,3,2.0,360000.0
2270,3,2.5,585000.0
1850,3,2.25,461000.0
1350,2,1.0,345000.0
3280,3,2.5,1075000.0
2270,4,2.5,643000.0
2820,4,2.5,690000.0
1200,4,1.0,282000.0
2000,3,1.75,549000.0
2310,3,2.0,815000.0
4640,5,4.25,2200000.0
2330,3,2.25,700000.0
3940,3,2.5,933399.0
1440,3,1.0,290000.0
1960,4,1.75,372000.0
1250,2,1.75,450000.0
1981,3,2.5,303700.0
2440,4,2.5,672000.0
1150,4,1.5,334000.0
1120,2,1.0,260000.0
1800,3,1.75,749950.0
2380,4,2.25,330000.0
2920,5,3.0,830000.0
2790,3,2.25,1131000.0
1560,3,1.0,320000.0
1550,2,1.0,260000.0
1700,3,2.0,225000.0
640,1,1.0,279200.0
2680,4,3.5,520000.0
1860,3,2.5,505000.0
1490,3,1.75,234000.0
2470,4,2.5,503000.0
2390,4,2.25,606000.0
1230,3,1.0,433500.0
2840,3,1.5,250000.0
2120,3,2.5,719000.0
1770,3,2.0,381000.0
2495,3,2.5,267000.0
1170,1,0.75,275000.0
2740,4,2.5,651000.0
1050,2,1.0,439000.0
1130,2,1.0,325000.0
880,2,1.0,490000.0
2403,4,2.5,519900.0
3410,4,2.75,545000.0
1900,4,1.75,542000.0
1810,4,1.75,465000.0
1200,2,2.0,408000.0
2060,4,2.5,292000.0
1250,3,1.75,253000.0
910,2,1.0,280000.0
2560,3,2.25,658588.0
1920,4,2.25,635000.0
2240,4,2.25,439000.0
1260,3,2.5,300000.0
1360,3,1.5,345000.0
2100,4,2.25,283500.0
2110,2,1.0,425000.0
2210,3,1.75,685000.0
2360,3,2.5,750000.0
1280,4,1.5,245000.0
2740,6,3.75,585444.0
2740,4,2.5,706000.0
2630,4,2.0,445000.0
1650,3,2.0,241000.0
1770,2,2.5,1175000.0
1500,3,1.0,530000.0
1430,3,1.5,350000.0
3190,4,3.75,1700000.0
1280,3,1.0,389000.0
2390,4,2.75,799000.0
4040,4,2.5,1400000.0
920,2,1.0,340895.0
2730,4,2.5,780000.0
1320,2,1.5,350000.0
2620,3,2.5,470000.0
3180,4,3.0,914600.0
2900,4,2.5,354000.0
1900,5,2.0,470000.0
1760,3,2.0,715000.0
760,2,1.0,265000.0
3710,4,3.0,2537000.0
1530,3,1.0,640000.0
1990,4,1.75,290000.0
3830,5,4.75,480000.0
2040,3,2.0,535000.0
2170,3,1.75,907000.0
1620,3,1.75,459000.0
3600,3,2.5,1355000.0
1470,3,1.5,264950.0
1760,3,1.0,352950.0
2230,3,2.25,491500.0
3770,4,3.5,1229000.0
1200,3,1.0,369500.0
2090,3,2.5,566000.0
1500,3,2.25,290000.0
870,3,1.0,180000.0
1010,2,1.0,215000.0
1010,2,1.0,302000.0
1860,3,1.75,352500.0
1330,4,2.0,235867.0
1760,3,2.25,500000.0
1800,3,2.25,382000.0
1690,5,2.5,515000.0
660,1,1.0,250000.0
2400,3,2.25,672500.0
3020,3,2.25,755000.0
1500,3,1.0,707500.0
1560,4,2.0,459000.0
1090,3,1.0,140000.0
970,2,1.0,495000.0
3190,3,3.25,757000.0
3190,3,3.25,765000.0
1890,4,1.5,359000.0
1050,3,1.0,440000.0
1390,4,1.5,400000.0
1700,3,2.0,652000.0
1050,3,1.75,260000.0
3340,5,3.0,1328000.0
1540,4,2.0,519500.0
1710,3,1.0,650000.0
2100,4,2.25,280000.0
1730,4,1.75,515000.0
1500,3,2.25,400000.0
2380,3,2.5,652100.0
2180,6,3.0,235000.0
1840,4,1.5,701000.0
2341,4,2.5,640000.0
1690,3,2.5,455800.0
2490,3,2.5,504750.0
2440,3,3.0,483000.0
920,3,0.75,530000.0
1030,2,1.0,250000.0
2000,5,2.75,229950.0
4210,4,3.5,884744.0
1610,3,1.5,514000.0
1910,3,2.25,532000.0
2660,4,2.5,423000.0
820,2,1.0,420000.0
1730,3,1.75,521000.0
2360,4,2.25,577000.0
970,3,1.0,425000.0
2460,4,2.5,495000.0
2690,3,2.5,340000.0
1820,3,3.5,499950.0
3470,4,3.0,1218000.0
3370,4,2.75,720000.0
1700,3,1.5,249000.0
1340,3,1.0,206135.0
2000,5,2.75,300000.0
3840,6,3.0,612000.0
3890,5,2.5,1102030.0
1220,4,2.0,230000.0
2280,3,1.0,850000.0
2770,4,2.5,355000.0
2520,4,2.5,442000.0
3060,4,3.0,399000.0
2390,4,2.5,360000.0
1320,3,1.75,390000.0
2900,5,2.5,413000.0
700,2,1.0,190000.0
2210,3,2.5,432900.0
2180,3,2.25,621138.0
2080,3,2.25,270000.0
2090,4,2.25,610000.0
1720,3,2.0,500000.0
2460,4,2.25,715000.0
1470,3,1.5,264000.0
1650,3,1.75,550000.0
1690,3,2.0,337000.0
970,3,1.0,170000.0
2030,4,2.5,405000.0
2540,4,2.5,775000.0
1570,3,2.25,425000.0
2580,5,2.75,713000.0
2090,5,2.5,555000.0
3260,4,2.5,810000.0
3830,4,3.75,1250000.0
2130,3,3.5,819000.0
1690,3,2.5,409900.0
1780,2,2.5,935000.0
1620,4,1.75,657500.0
4210,6,3.75,900000.0
2980,5,3.25,932800.0
1490,3,2.0,391000.0
2110,4,2.5,420000.0
1510,3,1.5,415000.0
1830,3,1.75,350000.0
1230,2,1.0,375000.0
2180,3,1.75,860000.0
2220,4,2.25,495000.0
1730,4,2.25,250000.0
1990,4,2.25,365000.0
1540,3,2.75,503000.0
1100,2,1.0,150000.0
1640,4,1.75,450000.0
2590,4,3.0,355000.0
1450,3,2.0,245000.0
1180,3,2.0,265900.0
1820,4,2.5,299000.0
2360,4,2.25,957500.0
1120,3,1.0,343000.0
1646,3,2.25,307500.0
4210,5,3.75,937500.0
2480,3,3.0,610000.0
1590,3,1.5,720000.0
2130,4,2.0,610000.0
1650,3,1.75,434500.0
3090,2,2.5,602500.0
2180,4,2.5,607010.0
1800,3,1.0,610000.0
3720,4,2.5,828500.0
1100,3,1.0,199990.0
1530,3,1.75,294000.0
3010,4,2.5,789500.0
3500,3,3.5,797000.0
3100,5,3.0,539950.0
2000,4,1.5,284950.0
2290,4,1.5,776500.0
2400,4,2.5,525000.0
1850,3,2.5,303000.0
3680,3,3.25,722080.0
1060,3,1.0,140000.0
1060,3,1.0,235000.0
1610,3,1.0,440000.0
2330,3,1.75,605000.0
1210,2,1.0,380000.0
1530,4,1.0,352000.0
2270,4,2.25,420000.0
2590,4,2.0,1175000.0
1850,3,1.5,1375000.0
1500,3,1.5,300000.0
4740,4,3.25,1150000.0
1710,2,1.5,453500.0
1920,3,2.0,443500.0
1150,2,1.0,332000.0
2320,3,2.5,655000.0
1420,4,1.0,475000.0
1550,3,1.75,372500.0
2920,4,2.5,1050000.0
1620,3,1.75,500000.0
2300,6,2.75,900000.0
1070,3,1.0,327500.0
1790,3,1.75,390000.0
1510,2,1.5,451101.0
1340,4,1.0,455000.0
3350,4,2.5,650000.0
2500,3,2.5,895000.0
2350,4,2.25,800000.0
2550,4,2.25,703770.0
1320,3,1.75,249950.0
1270,2,2.0,512000.0
3480,5,2.5,780000.0
2820,3,2.25,336000.0
2110,3,2.0,285000.0
1100,3,1.75,229900.0
1920,4,3.0,667500.0
1890,4,2.5,378000.0
2530,3,2.5,454000.0
2550,4,2.5,537500.0
1550,3,1.0,425000.0
1760,3,2.0,290000.0
1270,3,2.0,349500.0
1250,3,2.75,370000.0
1620,3,1.75,549500.0
710,2,1.0,245000.0
1070,3,1.75,208000.0
2320,4,2.25,248000.0
1670,4,2.5,550000.0
3010,3,2.75,750000.0
1340,2,1.75,192000.0
790,2,1.0,169317.0
3400,4,3.5,1198000.0
1530,2,1.0,880000.0
930,1,1.0,210000.0
1540,3,1.5,180500.0
1990,4,2.0,540000.0
2300,3,1.75,520000.0
1220,3,1.5,177500.0
2380,3,1.75,415000.0
2020,4,2.5,495000.0
1890,3,2.25,325000.0
1330,2,1.75,440000.0
1490,3,1.75,411000.0
3550,5,3.5,810000.0
2040,5,1.75,561750.0
2380,4,2.5,835100.0
1780,3,2.25,450000.0
1650,3,2.5,238000.0
1510,3,1.0,299000.0
1100,2,1.0,570000.0
2190,3,1.75,340000.0
1760,2,1.75,450000.0
1800,4,1.5,272750.0
2000,4,2.0,520000.0
990,3,1.0,284950.0
1480,2,1.5,255000.0
1200,2,1.0,231500.0
3000,1,2.0,415000.0
3504,4,2.5,330000.0
1300,3,1.5,365000.0
1330,4,2.0,425000.0
1850,4,1.75,400000.0
2240,4,2.5,335000.0
1260,3,3.0,342000.0
2800,8,5.0,490000.0
1820,4,1.75,331500.0
1730,3,2.5,960000.0
3350,4,2.5,720500.0
3370,3,2.5,830000.0
1240,3,1.75,662990.0
2340,4,2.0,220000.0
1880,5,2.0,349950.0
1810,3,2.0,550000.0
2340,3,1.75,396000.0
2820,4,1.5,635000.0
1020,3,1.0,293000.0
2090,3,2.25,339000.0
1830,4,2.25,285000.0
2980,6,2.75,775000.0
1600,4,1.5,224000.0
4440,4,3.5,2250000.0
1200,3,1.0,165050.0
1230,3,1.25,275000.0
2930,5,3.0,445000.0
2370,3,2.25,510000.0
3040,4,2.5,1230000.0
1610,3,1.5,390000.0
2350,3,2.25,460000.0
2000,3,1.75,700000.0
3530,4,3.5,874150.0
2220,3,2.25,470000.0
2000,3,1.75,374000.0
1210,2,1.75,510000.0
1140,2,2.5,467000.0
2440,4,2.5,576000.0
1560,3,2.0,196440.0
3210,4,2.5,825000.0
930,2,1.0,281000.0
1782,3,2.5,326000.0
1740,3,1.75,340000.0
3690,5,1.75,440000.0
2930,4,2.5,749000.0
1230,4,1.0,340000.0
2000,3,2.0,561000.0
1520,3,2.25,270000.0
1040,2,1.0,600000.0
1120,4,1.5,219900.0
3020,3,1.75,617000.0
1820,3,2.25,469000.0
1370,3,1.0,229000.0
3130,4,3.0,1265000.0
1640,3,1.5,365000.0
2650,4,2.5,429000.0
2850,4,2.5,550000.0
1820,3,2.5,453000.0
1180,3,1.5,187500.0
1880,6,2.5,520500.0
1280,3,1.75,300000.0
3120,4,3.25,799000.0
2470,3,2.5,338000.0
1700,3,1.0,800000.0
1180,2,2.0,360000.0
2800,6,2.5,442500.0
1300,4,1.0,700000.0
3040,5,3.0,830000.0
1630,3,2.5,360400.0
1340,3,1.0,345000.0
1830,3,1.75,300000.0
1240,3,1.0,350000.0
2500,4,2.0,368000.0
1760,3,1.75,264000.0
2660,3,2.0,435000.0
2060,3,1.5,200000.0
2540,5,2.5,620000.0
4830,5,4.25,1679000.0
1400,3,1.75,337000.0
4280,4,3.25,1928000.0
2230,4,2.5,544500.0
680,1,1.0,252000.0
2340,4,2.5,445000.0
2070,3,2.25,379500.0
1910,4,2.0,189950.0
950,3,1.0,469000.0
2910,5,2.75,600000.0
2930,3,2.5,785000.0
2610,4,2.75,372000.0
3880,5,3.0,445000.0
3320,4,2.25,508000.0
1940,5,1.5,780000.0
2510,4,2.25,541100.0
2660,4,2.5,729000.0
1710,3,2.0,397000.0
1320,2,1.0,451555.0
960,2,1.0,300000.0
1790,3,2.5,416000.0
950,2,1.0,490000.0
2940,6,3.75,480000.0
930,2,2.0,368000.0
4570,3,2.5,1038000.0
2370,3,2.5,545000.0
3430,5,2.75,850000.0
3540,4,3.5,550000.0
2240,3,2.25,600000.0
2710,4,2.5,535000.0
2660,3,2.5,599950.0
2540,5,2.75,531000.0
2210,4,2.25,530000.0
3570,4,4.0,597326.0
3450,4,2.5,805000.0
2330,4,1.75,390000.0
1690,4,2.0,487250.0
1030,3,1.5,301000.0
2560,5,2.75,1175000.0
1950,4,2.5,299000.0
4370,4,2.25,2350000.0
2350,4,2.5,400000.0
3160,4,2.5,467500.0
2430,4,2.5,305000.0
1340,3,1.0,210000.0
1010,3,1.0,300000.0
1770,3,2.25,327500.0
1210,3,2.0,269000.0
3330,4,3.25,975000.0
1240,3,1.0,355000.0
1250,3,1.0,712000.0
2960,4,2.5,883000.0
840,2,1.0,190000.0
1530,3,1.75,443000.0
3750,4,3.0,920000.0
2150,4,2.25,285000.0
1560,4,3.25,901000.0
2040,3,1.75,552500.0
860,2,1.0,256000.0
1720,3,1.5,341000.0
2090,4,2.25,279000.0
2130,4,2.25,686000.0
1300,2,1.0,225000.0
1220,2,1.75,215500.0
2420,4,3.0,950000.0
2940,4,2.5,503000.0
2610,3,2.5,780000.0
1880,4,2.0,212000.0
2330,4,2.75,580000.0
2200,4,2.5,465000.0
1720,4,2.0,206000.0
2250,3,2.5,615000.0
1640,4,1.0,519000.0
4130,4,3.25,1135000.0
2600,5,2.5,330000.0
1920,4,1.5,240000.0
2060,3,2.0,574000.0
2720,4,3.0,850000.0
1490,3,1.5,415000.0
2360,3,2.5,480000.0
1940,5,1.0,300000.0
2570,4,2.25,439000.0
1160,3,1.0,450000.0
2660,3,2.5,589000.0
1260,3,2.25,477000.0
1780,4,2.25,587500.0
3180,4,2.25,1315000.0
3380,4,2.5,1430000.0
2690,4,2.25,700000.0
1180,2,1.0,275000.0
1660,3,1.0,367500.0
2260,4,2.5,453250.0
1910,5,1.75,607000.0
2430,4,2.0,255000.0
1300,2,2.0,501000.0
1060,3,1.0,450000.0
2200,3,2.25,360000.0
1720,4,1.75,460000.0
2360,3,1.75,753000.0
820,2,1.0,389950.0
1030,2,1.0,469000.0
2030,4,1.75,550000.0
2700,5,3.5,565000.0
1100,2,1.75,189650.0
3620,4,3.25,1525000.0
1340,3,1.75,260000.0
1790,3,1.75,243000.0
3830,4,2.5,1100000.0
1580,3,1.5,249000.0
2020,2,1.0,720000.0
3330,4,2.5,905000.0
2610,4,2.5,824500.0
2610,4,2.75,762500.0
1740,3,2.5,580000.0
1840,3,2.0,380000.0
1080,3,1.75,805000.0
1240,4,1.75,520000.0
1170,2,1.0,175000.0
1760,4,2.25,353500.0
2230,4,2.5,500000.0
1520,3,1.75,386500.0
1450,2,1.0,210000.0
1600,3,2.5,439500.0
3220,5,2.5,315000.0
1830,4,2.5,339000.0
2200,4,2.25,655000.0
2170,2,2.5,740000.0
1900,5,2.5,685000.0
2960,5,2.5,550000.0
1710,2,1.75,405000.0
2620,4,2.25,765000.0
2140,3,2.0,625000.0
2100,4,2.5,207000.0
2100,4,2.5,370000.0
1460,3,2.5,475000.0
990,2,1.0,365000.0
2190,4,2.25,411800.0
3990,5,3.5,668000.0
2340,3,2.5,618000.0
2460,4,2.0,247500.0
2080,5,3.0,345000.0
1700,3,2.0,616300.0
1330,3,1.5,348000.0
1630,3,2.5,425000.0
2920,5,2.75,850000.0
2830,5,2.75,820000.0
3190,4,2.25,832000.0
1490,3,1.75,835000.0
1630,3,2.5,350000.0
2280,4,2.5,349000.0
3010,6,3.75,1125000.0
1590,3,2.5,320000.0
1250,3,1.0,150000.0
1710,3,1.0,340000.0
3280,4,4.0,785500.0
3362,4,2.5,410500.0
2200,3,2.5,580000.0
830,2,1.5,345000.0
2160,3,2.25,550000.0
2580,4,3.0,449500.0
2150,3,1.0,300000.0
3510,4,2.5,915000.0
3810,4,3.75,1575000.0
2020,4,2.75,599000.0
2120,4,2.5,755000.0
1250,3,1.0,400000.0
980,3,1.0,133000.0
1250,4,1.5,330000.0
1100,4,1.0,330000.0
1330,3,1.75,375000.0
2560,4,2.75,485000.0
1850,4,2.5,470000.0
2790,4,3.0,1045000.0
1660,4,1.0,548800.0
1080,2,1.0,315000.0
3030,3,2.0,590000.0
2380,4,2.5,439950.0
2250,3,1.75,325000.0
880,2,1.0,400000.0
2770,4,2.5,685000.0
1340,3,2.0,339950.0
1660,3,1.75,315000.0
1710,3,2.5,411753.0
1620,2,1.75,577000.0
1530,3,1.75,500000.0
1440,3,2.0,210000.0
2020,4,1.75,640000.0
1870,4,1.75,460000.0
620,2,1.0,265000.0
1240,3,1.0,230000.0
1890,3,1.75,315000.0
2410,3,1.75,432000.0
1530,3,2.5,467000.0
2800,5,3.75,255000.0
1460,3,1.75,316500.0
1580,4,2.0,190000.0
1450,3,2.0,490000.0
1990,4,1.75,378000.0
4470,6,4.0,598800.0
1980,5,3.0,333800.0
2920,4,2.5,690000.0
1660,4,1.75,320000.0
3190,4,3.5,1249000.0
1560,3,1.5,335000.0
3050,3,2.5,840000.0
3030,4,2.75,608250.0
2260,3,2.5,550000.0
1260,3,1.0,240000.0
3370,3,2.25,998000.0
1490,3,1.75,275000.0
1570,3,2.5,284200.0
4490,4,3.75,1715000.0
4090,4,3.75,2400000.0
4150,5,2.5,930800.0
2900,4,3.0,930000.0
1430,4,1.5,215000.0
1008,2,1.5,480000.0
1480,2,1.75,483945.0
1240,3,1.75,347000.0
1370,3,2.0,232500.0
1770,4,2.25,390000.0
2160,3,2.25,550000.0
2340,4,2.5,590000.0
960,1,1.0,420850.0
2280,4,2.5,345000.0
1970,3,2.0,429800.0
1530,4,1.75,302000.0
1790,4,1.5,800000.0
1700,3,2.5,250000.0
2660,3,2.0,605000.0
1950,3,1.75,412000.0
1340,3,2.0,252000.0
1130,3,1.0,375000.0
1950,2,1.75,725000.0
3790,5,3.5,471750.0
2020,4,2.25,490000.0
800,2,1.0,439000.0
1770,4,2.0,355000.0
940,1,0.75,250000.0
2260,4,2.25,780000.0
890,2,1.0,409000.0
860,2,1.0,420000.0
680,1,0.75,200000.0
2130,2,1.5,830000.0
2390,3,2.5,695000.0
3488,4,2.75,815000.0
1260,3,1.75,210000.0
2940,3,1.75,635000.0
2440,4,2.5,562500.0
2600,4,2.5,402500.0
2080,3,2.0,555000.0
1990,3,1.0,310000.0
2840,4,2.5,500000.0
2630,6,3.0,430000.0
2820,3,4.25,1600000.0
1560,4,1.0,627500.0
2330,4,2.5,335000.0
3320,4,2.25,962000.0
1730,3,1.75,299000.0
3110,4,2.5,399950.0
1230,3,1.0,322000.0
950,2,1.5,430000.0
1890,3,1.75,307000.0
1010,3,1.5,194000.0
1010,3,1.0,180000.0
2340,4,2.25,465000.0
2460,4,2.5,722500.0
1010,2,1.0,470450.0
1650,3,2.5,280000.0
1440,4,2.0,176250.0
1710,5,1.0,560000.0
2760,3,2.5,830000.0
1350,2,1.0,276900.0
1660,3,1.75,625000.0
2960,4,2.5,1015000.0
1090,1,1.0,463500.0
3110,3,2.5,485000.0
1380,3,2.0,272000.0
1290,2,1.0,305000.0
1980,3,2.5,760000.0
870,2,1.0,387500.0
